"","Gene.name.d","Entrez.gene.id.e","Chromosome.f","Start.f","End.f","Cytoband.f"
"19540","CABYR",26256,"18",21718919,21741564,"18q11.2"
"19541","OSBPL1A",114876,"18",21742010,21977833,"18q11.1"
"19542","IMPACT",55364,"18",22006608,22033494,"18q11.2-q12.1"
"19543","HRH4",59340,"18",22040592,22059921,"18q11.2"
"19544","LOC729950",729950,"18",22208145,22242162,"18q11.2"
"19545","ZNF521",25925,"18",22641887,22932214,"18q11.2"
"19546","SS18",6760,"18",23596216,23671181,"18q11.2"
"19547","PSMA8",143471,"18",23713810,23773319,"18q11.2"
"19548","TAF4B",6875,"18",23806846,23971649,"18q11.2"
"19549","LOC100506787",100506787,"18",24002958,24018008,"-"
"19550","KCTD1",284252,"18",24034873,24237365,"18q11.2"
"19551","PCAT18",728606,"18",24267584,24283602,"18q11.2"
"19552","AQP4",361,"18",24432007,24445716,"18q11.2-q12.1"
"19553","AQP4-AS1",147429,"18",24445271,24515910,"18q11.2"
"19554","CHST9",83539,"18",24495594,24765302,"18q11.2"
"19555","CDH2",1000,"18",25530926,25757410,"18q11.2"
"19556","DSC3",1825,"18",28569330,28622781,"18q12.1"
"19557","DSC2",1824,"18",28645939,28682395,"18q12.1"
"19558","DSCAS",101927698,"18",28681550,28742752,"18q12.1"
"19559","DSC1",1823,"18",28709213,28742819,"18q12.1"
"19560","DSG1",1828,"18",28898051,28939209,"18q12.1"
"19561","DSG1-AS1",101927718,"18",28923330,29006951,"18q12.1"
"19562","DSG4",147409,"18",28956739,28993880,"18q12.1"
"19563","DSG3",1830,"18",29027731,29058665,"18q12.1"
"19564","DSG2",1829,"18",29078026,29128814,"18q12.1"
"19565","DSG2-AS1",100652770,"18",29122108,29136874,"-"
"19566","TTR",7276,"18",29171729,29178986,"18q12.1"
"19567","B4GALT6",9331,"18",29202208,29264686,"18q11"
"19568","SLC25A52",147407,"18",29339658,29340843,"18q12.1"
"19569","TRAPPC8",22878,"18",29409135,29523091,"18q12.1"
"19570","RNF125",54941,"18",29598444,29653154,"18q12.1"
"19571","RNF138",51444,"18",29671817,29711524,"18q12.1"
"19572","MEP1B",4225,"18",29769986,29800366,"18q12.2-q12.3"
"19573","GAREM1",64762,"18",29843483,30050447,"18q12.1"
"19574","WBP11P1",441818,"18",30091625,30094597,"18q12.1"
"19575","KLHL14",57565,"18",30252633,30352974,"18q12.1"
"19576","CCDC178",374864,"18",30517365,31020685,"18q12.1"
"19577","ASXL3",80816,"18",31158540,31327399,"18q11"
"19578","NOL4",8715,"18",31431063,31803515,"18q12"
"19579","DTNA",1837,"18",32073253,32471808,"18q12"
"19580","MAPRE2",10982,"18",32556891,32723432,"18q12.1"
"19581","ZNF397",84307,"18",32820993,32838397,"18q12.2"
"19582","ZSCAN30",100101467,"18",32831021,32870209,"18q12.2"
"19583","ZNF271P",10778,"18",32870235,32890730,"18q12"
"19584","ZNF24",7572,"18",32912171,32924431,"18q12"
"19585","ZNF396",252884,"18",32946660,32957301,"18q12"
"19586","INO80C",125476,"18",33048290,33077955,"18q12.2"
"19587","GALNT1",2589,"18",33234532,33291798,"18q12.1"
"19588","C18orf21",83608,"18",33552587,33559250,"18q12.2"
"19589","RPRD1A",55197,"18",33569786,33647557,"18q12.2"
"19590","SLC39A6",25800,"18",33688493,33709357,"18q12.2"
"19591","ELP2",55250,"18",33709836,33754688,"18q12.2"
"19592","MOCOS",55034,"18",33767479,33848685,"18q12"
"19593","FHOD3",80206,"18",33877658,34360022,"18q12"
"19594","TPGS2",25941,"18",34359987,34409179,"18q12.2"
"19595","KIAA1328",57536,"18",34409079,34805288,"18q12.2"
"19596","CELF4",56853,"18",34823007,35146000,"18q12"
"19597","MIR924HG",647946,"18",36786887,37331959,"18q12.2-q12.3"
"19598","LINC01477",101927900,"18",37646249,37679197,"18q12.3"
"19599","KC6",641516,"18",39060235,39100561,"-"
"19600","PIK3C3",5289,"18",39535162,39661446,"18q12.3"
"19601","LINC00907",284260,"18",39766632,40271389,"18q12.3"
"19602","RIT2",6014,"18",40323182,40695657,"18q12.3"
"19603","SYT4",6860,"18",40847856,40857615,"18q12.3"
"19604","LINC01478",101927921,"18",41903399,42111662,"18q12.3"
"19605","LINC01601",105667213,"18",42111743,42133868,"-"
"19606","SETBP1",26040,"18",42260137,42648475,"18q21.1"
"19607","SLC14A2",8170,"18",42792946,43263060,"18q12.1-q21.1"
"19608","SLC14A2-AS1",101927980,"18",43018148,43087001,"18q12.3"
"19609","SLC14A1",6563,"18",43304087,43332485,"18q11-q12"
"19610","SIGLEC15",284266,"18",43405544,43422521,"18q12.3"
"19611","EPG5",57724,"18",43427573,43547305,"18q12.3"
"19612","PSTPIP2",9050,"18",43563501,43652250,"18q12"
"19613","ATP5A1",498,"18",43664109,43684199,"18q21"
"19614","HAUS1",115106,"18",43684297,43708299,"18q21.1"
"19615","C18orf25",147339,"18",43753987,43846955,"18q21.1"
"19616","RNF165",494470,"18",43914186,44040783,"18q21.1"
"19617","LOXHD1",125336,"18",44056934,44236996,"18q21.1"
"19618","ST8SIA5",29906,"18",44259080,44337132,"18q21.1"
"19619","PIAS2",9063,"18",44390022,44497495,"18q21.1"
"19620","KATNAL2",83473,"18",44526786,44628614,"18q21.1"
"19621","TCEB3CL2",100506888,"18",44542730,44544607,"18q21.1"
"19622","TCEB3C",162699,"18",44554572,44556449,"18q21.1"
"19623","TCEB3B",51224,"18",44558942,44561988,"18q21.1"
"19624","HDHD2",84064,"18",44633780,44676871,"18q21.1"
"19625","IER3IP1",51124,"18",44681389,44702745,"18q12"
"19626","SKOR2",652991,"18",44738459,44775554,"18q21.1"
"19627","SMAD2",4087,"18",45359465,45457517,"18q21.1"
"19628","ZBTB7C",201501,"18",45553638,45663680,"18q21.1"
"19629","CTIF",9811,"18",46065426,46389586,"18q21.1"
"19630","SMAD7",4092,"18",46446222,46477081,"18q21.1"
"19631","DYM",54808,"18",46570171,46987079,"18q21.1"
"19632","C18orf32",497661,"18",47007547,47013644,"18q21.1"
"19633","RPL17-C18orf32",100526842,"18",47007547,47018935,"18q"
"19634","RPL17",6139,"18",47014850,47018935,"18q21"
"19635","LIPG",9388,"18",47088400,47119279,"18q21.1"
"19636","ACAA2",10449,"18",47309873,47340251,"18q21.1"
"19637","SCARNA17",677769,"18",47340392,47340813,"18q21.1"
"19638","SNHG22",103091864,"18",47340392,47377429,"18q21.1"
"19639","MYO5B",4645,"18",47349155,47721451,"18q21"
"19640","CFAP53",220136,"18",47753562,47792865,"18q21.1"
"19641","MBD1",4152,"18",47793251,47808144,"18q21"
"19642","CXXC1",30827,"18",47808712,47814692,"18q12"
"19643","SKA1",220134,"18",47901391,47920538,"18q21.1"
"19644","MAPK4",5596,"18",48086483,48258196,"18q21.1"
"19645","MRO",83876,"18",48321489,48351754,"18q21"
"19646","ME2",4200,"18",48405431,48476162,"18q21"
"19647","ELAC1",55520,"18",48494386,48514490,"18q21"
"19648","SMAD4",4089,"18",48556582,48611411,"18q21.1"
"19649","MEX3C",51320,"18",48700919,48724051,"18q21.2"
"19650","LOC100287225",100287225,"18",48918411,49088839,"18q21.2"
"19651","DCC",1630,"18",49866541,51062273,"18q21.3"
"19652","LOC101928167",101928167,"18",51105992,51107429,"18q21.2"
"19653","MBD2",8932,"18",51677970,51751158,"18q21"
"19654","SNORA37",677819,"18",51748653,51748782,"18q21.2"
"19655","POLI",11201,"18",51795848,51824604,"18q21.1"
"19656","STARD6",147323,"18",51851061,51880943,"18q21.2"
"19657","C18orf54",162681,"18",51884286,51908405,"18q21.2"
"19658","DYNAP",284254,"18",52254989,52266724,"18q21.2"
"19659","RAB27B",5874,"18",52495707,52562747,"18q21.2"
"19660","CCDC68",80323,"18",52568739,52626739,"18q21"
"19661","LOC101927229",101927229,"18",52773134,52791537,"-"
"19662","TCF4",6925,"18",52889561,53303224,"18q21.1"
"19663","LINC01416",101927273,"18",53548918,53587430,"-"
"19664","LINC01539",100505474,"18",53750586,53804767,"-"
"19665","TXNL1",9352,"18",54270052,54305920,"18q21.31"
"19666","WDR7",23335,"18",54318615,54697036,"18q21.31"
"19667","LINC-ROR",100885779,"18",54721803,54739350,"18q21.31"
"19668","BOD1L2",284257,"18",54814292,54817639,"18q21.31"
"19669","ST8SIA3",51046,"18",55019720,55036161,"18q21.31"
"19670","ONECUT2",9480,"18",55102916,55158530,"18q21.31"
"19671","FECH",2235,"18",55212072,55253969,"18q21.3"
"19672","NARS",4677,"18",55267893,55289177,"18q21.31"
"19673","LOC100505549",100505549,"18",55297533,55336508,"-"
"19674","ATP8B1",5205,"18",55313658,55470327,"18q21.31"
"19675","NEDD4L",23327,"18",55711609,56068772,"18q21"
"19676","ALPK2",115701,"18",56148481,56296189,"18q21.31"
"19677","LOC101927322",101927322,"18",56337240,56339105,"-"
"19678","MALT1",10892,"18",56338617,56417371,"18q21"
"19679","ZNF532",55205,"18",56530060,56653709,"18q21.32"
"19680","SEC11C",90701,"18",56807088,56826069,"18q21.32"
"19681","GRP",2922,"18",56887399,56898002,"18q21.1-q21.32"
"19682","RAX",30062,"18",56934266,56940625,"18q21.32"
"19683","CPLX4",339302,"18",56962635,56985881,"18q21.32"
"19684","LMAN1",3998,"18",56995055,57026508,"18q21.3-q22"
"19685","CCBE1",147372,"18",57098170,57364644,"18q21.32"
"19686","PMAIP1",5366,"18",57567191,57571538,"18q21.32"
"19687","MC4R",4160,"18",58038563,58040001,"18q22"
"19688","CDH20",28316,"18",59157774,59222365,"18q21.33"
"19689","LINC01544",100996669,"18",59415408,59421928,"-"
"19690","RNF152",220441,"18",59482303,59560304,"18q21.33"
"19691","PIGN",23556,"18",59711457,59854289,"18q21.33"
"19692","KIAA1468",57614,"18",59854523,59974355,"18q21.33"
"19693","TNFRSF11A",8792,"18",59992519,60054943,"18q22.1"
"19694","ZCCHC2",54877,"18",60190657,60253976,"18q21.33"
"19695","PHLPP1",23239,"18",60382671,60647676,"18q21.33"
"19696","BCL2",596,"18",60790578,60986613,"18q21.3"
"19697","KDSR",2531,"18",60994970,61034506,"18q21.3"
"19698","VPS4B",9525,"18",61056424,61089752,"18q21.33"
"19699","SERPINB5",5268,"18",61144143,61172318,"18q21.33"
"19700","SERPINB12",89777,"18",61223392,61236560,"-"
"19701","SERPINB13",5275,"18",61254533,61266433,"18q21.33"
"19702","SERPINB4",6318,"18",61304492,61311553,"18q21.3"
"19703","SERPINB3",6317,"18",61322430,61329197,"18q21.3"
"19704","SERPINB11",89778,"18",61369537,61391127,"-"
"19705","SERPINB7",8710,"18",61420280,61472610,"18q21.33"
"19706","SERPINB2",5055,"18",61554938,61571124,"18q21.3"
"19707","SERPINB10",5273,"18",61582744,61602476,"18q21.3"
"19708","HMSD",284293,"18",61616587,61627645,"18q22.1"
"19709","SERPINB8",5271,"18",61637262,61656608,"18q22.1"
"19710","LINC00305",221241,"18",61747242,61816260,"18q22.1"
"19711","LOC284294",284294,"18",61771324,62090827,"18q22.1"
"19712","LINC01538",400654,"18",61880317,61927290,"18q22.1"
"19713","CDH7",1005,"18",63417487,63548175,"18q22.1"
"19714","CDH19",28513,"18",64168423,64271375,"18q22.1"
"19715","DSEL",92126,"18",65173818,65183967,"18q22.1"
"19716","LOC643542",643542,"18",65183782,65566856,"18q22.1"
"19717","TMX3",54495,"18",66340924,66382353,"18q22"
"19718","CCDC102B",79839,"18",66382490,66722426,"18q22.1"
"19719","DOK6",220164,"18",67068283,67516322,"18q22.2"
"19720","CD226",10666,"18",67530192,67624412,"18q22.3"
"19721","RTTN",25914,"18",67671042,67872962,"18q22.2"
"19722","SOCS6",9306,"18",67956136,67997434,"18q22.2"
"19723","LOC101927481",101927481,"18",68002674,68019695,"18q22.2"
"19724","LOC101060542",101060542,"18",68047375,68051827,"-"
"19725","GTSCR1",220158,"18",68297754,68318093,"18q22.2"
"19726","LINC01541",100505776,"18",69187199,69246192,"-"
"19727","LOC102724913",102724913,"18",69399851,69449462,"18q22.3"
"19728","CBLN2",147381,"18",70203914,70211723,"18q22.3"
"19729","NETO1",81832,"18",70409548,70534810,"18q22.2"
"19730","LOC400655",400655,"18",70821292,70931733,"18q22.3"
"19731","LOC100505817",100505817,"18",70992175,71017124,"-"
"19732","FBXO15",201456,"18",71740587,71815100,"18q22.3"
"19733","TIMM21",29090,"18",71815745,71826204,"18q22.3"
"19734","CYB5A",1528,"18",71920526,71959251,"18q23"
"19735","C18orf63",644041,"18",71983109,72026422,"18q22.3"
"19736","LOC101927606",101927606,"18",72076682,72080443,"-"
"19737","FAM69C",125704,"18",72102962,72124503,"18q22.3"
"19738","CNDP2",55748,"18",72163499,72190689,"18q22.3"
"19739","CNDP1",84735,"18",72201691,72252261,"18q22.3"
"19740","LINC00909",400657,"18",72259009,72265071,"18q22.3"
"19741","ZNF407",55628,"18",72342918,72777628,"18q23"
"19742","ZADH2",284273,"18",72907064,72921303,"18q22.3"
"19743","TSHZ1",10194,"18",72922709,73001905,"18q22.3"
"19744","SMIM21",284274,"18",73121430,73139658,"18q23"
"19745","LOC339298",339298,"18",73834952,73857210,"18q23"
"19746","ZNF516",9658,"18",74069636,74207146,"18q23"
"19747","C18orf65",400658,"18",74207476,74210045,"18q23"
"19748","LINC00908",284276,"18",74240611,74271784,"18q23"
"19749","LINC00683",400660,"18",74331733,74335516,"18q23"
"19750","LOC101927651",101927651,"18",74334737,74350968,"18q23"
"19751","FLJ44881",400661,"18",74401985,74405592,"18q23"
"19752","LOC100131655",100131655,"18",74506687,74534251,"-"
"19753","ZNF236",7776,"18",74534562,74682682,"18q22-q23"
"19754","MBP",4155,"18",74690788,74844774,"18q23"
"19755","GALR1",2587,"18",74962007,74982096,"18q23"
"19756","LINC01029",101927715,"18",75683252,75705683,"18q23"
"19757","SALL3",27164,"18",76740274,76758969,"18q23"
"19758","ATP9B",374868,"18",76829274,77138282,"18q23"
"19759","NFATC1",4772,"18",77155771,77289323,"18q23"
"19760","CTDP1",9150,"18",77439800,77514510,"18q23"
"19761","KCNG2",26251,"18",77623667,77659816,"18q23"
"19762","PQLC1",80148,"18",77662419,77711653,"18q23"
"19763","HSBP1L1",440498,"18",77724581,77730822,"18q23"
"19764","TXNL4A",10907,"18",77732866,77793935,"18q23"
"19765","RBFA",79863,"18",77794345,77810652,"18q23"
"19766","RBFADN",100506070,"18",77827255,77839206,"-"
"19767","ADNP2",22850,"18",77866914,77898228,"18q23"
"19768","PARD6G-AS1",100130522,"18",77905806,77936315,"18q23"
"19769","PARD6G",84552,"18",77915116,78005397,"18q23"
"19770","KIR2DL2",3803,"19",21910,36449,"19q13.4"
"19771","WASH5P",375690,"19",60950,70966,"19p13.3"
"19772","KIR3DS1",3813,"19",70070,84658,"19q13.4"
"19773","KIR2DL5A",57292,"19",86690,96155,"19p13.3"
"19774","KIR2DS5",3810,"19",98111,113132,"19q13.4"
"19775","OR4F17",81099,"19",110678,111596,"19p13.3"
"19776","LINC01002",399844,"19",197015,202209,"19p13.3"
"19777","PLPP2",8612,"19",281039,291435,"19p13"
"19778","MIER2",54531,"19",305574,344791,"19p13.3"
"19779","THEG",51298,"19",362056,376013,"19p13.3"
"19780","C2CD4C",126567,"19",405442,409170,"19p13.3"
"19781","SHC2",25759,"19",416582,460996,"19p13.3"
"19782","ODF3L2",284451,"19",463345,474983,"19p13.3"
"19783","MADCAM1",8174,"19",496489,505343,"19p13.3"
"19784","TPGS1",91978,"19",507496,519654,"19p13.3"
"19785","CDC34",997,"19",531732,542087,"19p13.3"
"19786","GZMM",3004,"19",544033,549920,"19p13.3"
"19787","BSG",682,"19",571276,583493,"19p13.3"
"19788","HCN2",610,"19",589892,617159,"19p13.3"
"19789","POLRMT",5442,"19",617222,633568,"19p13.3"
"19790","FGF22",27006,"19",639894,643703,"19p13.3"
"19791","RNF126",55658,"19",647525,663233,"19p13.3"
"19792","FSTL3",10272,"19",676388,683392,"19p13"
"19793","PRSS57",400668,"19",685520,695461,"19p13.3"
"19794","PALM",5064,"19",708952,748330,"19p13.3"
"19795","MISP",126353,"19",751145,764318,"19p13.3"
"19796","PTBP1",5725,"19",797391,812327,"19p13.3"
"19797","PLPPR3",79948,"19",812487,821952,"19p13.3"
"19798","AZU1",566,"19",827830,832017,"19p13.3"
"19799","PRTN3",5657,"19",840984,848175,"19p13.3"
"19800","ELANE",1991,"19",852290,856246,"19p13.3"
"19801","CFD",1675,"19",859664,863610,"19p13.3"
"19802","MED16",10025,"19",867961,893218,"19p13.3"
"19803","R3HDM4",91300,"19",896502,913225,"19p13.3"
"19804","KISS1R",84634,"19",917341,921015,"19p13.3"
"19805","ARID3A",1820,"19",926036,972803,"19p13.3"
"19806","WDR18",57418,"19",984327,994569,"19p13.3"
"19807","GRIN3B",116444,"19",1000436,1009723,"19p13.3"
"19808","TMEM259",91304,"19",1009649,1021141,"19p13.3"
"19809","RNU6-2",26826,"19",1021520,1021627,"10p13"
"19810","CNN2",1265,"19",1026273,1039067,"19p13.3"
"19811","ABCA7",10347,"19",1040101,1065570,"19p13.3"
"19812","HMHA1",23526,"19",1065921,1087830,"19p13.3"
"19813","POLR2E",5434,"19",1086577,1095391,"19p13.3"
"19814","GPX4",2879,"19",1103924,1106788,"19p13.3"
"19815","SBNO2",22904,"19",1107632,1174282,"19p13.3"
"19816","STK11",6794,"19",1205797,1228434,"19p13.3"
"19817","CBARP",255057,"19",1229946,1237990,"19p13.3"
"19818","ATP5D",513,"19",1241748,1244824,"19p13.3"
"19819","MIDN",90007,"19",1248551,1259142,"19p13.3"
"19820","CIRBP-AS1",148046,"19",1267469,1270259,"19p13.3"
"19821","CIRBP",1153,"19",1269264,1274808,"19p13.3"
"19822","C19orf24",55009,"19",1275519,1279243,"19p13.3"
"19823","EFNA2",1943,"19",1286152,1301429,"19p13.3"
"19824","MUM1",84939,"19",1354975,1378430,"19p13.3"
"19825","NDUFS7",374291,"19",1383882,1395588,"19p13.3"
"19826","GAMT",2593,"19",1397024,1401569,"19p13.3"
"19827","DAZAP1",26528,"19",1407567,1435686,"19p13.3"
"19828","RPS15",6209,"19",1438362,1440496,"19p13.3"
"19829","APC2",10297,"19",1450147,1473243,"19p13.3"
"19830","C19orf25",148223,"19",1473199,1479228,"19p13.3"
"19831","PCSK4",54760,"19",1481426,1490449,"19p13.3"
"19832","REEP6",92840,"19",1491164,1497924,"19p13.3"
"19833","ADAMTSL5",339366,"19",1505016,1513188,"19p13.3"
"19834","PLK5",126520,"19",1524072,1535455,"19p13.3"
"19835","MEX3D",399664,"19",1554667,1568057,"19p13.3"
"19836","MBD3",53615,"19",1576669,1592760,"19p13.3"
"19837","UQCR11",10975,"19",1597153,1605483,"19p13.3"
"19838","TCF3",6929,"19",1609288,1652328,"19p13.3"
"19839","ONECUT3",390874,"19",1753661,1775444,"19p13.3"
"19840","ATP8B3",148229,"19",1782073,1812275,"19p13.3"
"19841","REXO1",57455,"19",1815244,1848452,"19p13.3"
"19842","LOC100288123",100288123,"19",1822087,1824542,"19p13.3"
"19843","KLF16",83855,"19",1852397,1863564,"19p13.3"
"19844","ABHD17A",81926,"19",1876974,1885518,"19p13.3"
"19845","ADAT3",113179,"19",1905370,1913446,"19p13.3"
"19846","SCAMP4",113178,"19",1905372,1926012,"19p13.3"
"19847","CSNK1G2",1455,"19",1941160,1981336,"19p13.3"
"19848","CSNK1G2-AS1",255193,"19",1952525,1954548,"19p13.3"
"19849","BTBD2",55643,"19",1985446,2015702,"19p13.3"
"19850","MKNK2",2872,"19",2037469,2051243,"19p13.3"
"19851","MOB3A",126308,"19",2071034,2096269,"19p13.3"
"19852","IZUMO4",113177,"19",2096867,2099583,"19p13.3"
"19853","AP3D1",8943,"19",2100986,2151556,"19p13.3"
"19854","DOT1L",84444,"19",2164147,2232577,"19p13.3"
"19855","PLEKHJ1",55111,"19",2229950,2236352,"19p13.3"
"19856","SF3A2",8175,"19",2236815,2248678,"19p13.3"
"19857","AMH",268,"19",2249112,2252072,"19p13.3"
"19858","JSRP1",126306,"19",2252249,2256422,"19p13.3"
"19859","OAZ1",4946,"19",2269484,2273487,"19p13.3"
"19860","C19orf35",374872,"19",2274630,2282181,"19p13.3"
"19861","LINGO3",645191,"19",2289773,2308156,"19p13.3"
"19862","LSM7",51690,"19",2321519,2328614,"19p13.3"
"19863","SPPL2B",56928,"19",2328628,2355100,"19p13.3"
"19864","TMPRSS9",360200,"19",2389783,2426086,"19p13.3"
"19865","TIMM13",26517,"19",2425621,2427914,"19p13.3"
"19866","LMNB2",84823,"19",2428162,2456966,"19p13.3"
"19867","GADD45B",4616,"19",2476122,2478257,"19p13.3"
"19868","GNG7",2788,"19",2511217,2702746,"19p13.3"
"19869","DIRAS1",148252,"19",2714564,2721390,"19p13.3"
"19870","SLC39A3",29985,"19",2732522,2740074,"19p13.3"
"19871","SGTA",6449,"19",2754711,2783354,"19p13"
"19872","THOP1",7064,"19",2785505,2813599,"19p13.3"
"19873","ZNF554",115196,"19",2819871,2836733,"19p13.3"
"19874","ZNF555",148254,"19",2841432,2860472,"19p13.3"
"19875","ZNF556",80032,"19",2867332,2878503,"19p13.3"
"19876","ZNF57",126295,"19",2900895,2918474,"19p13.3"
"19877","ZNF77",58492,"19",2933215,2944969,"19p13.3"
"19878","TLE6",79816,"19",2977535,2995182,"19p13.3"
"19879","TLE2",7089,"19",2997635,3047633,"19p13.3"
"19880","AES",166,"19",3052907,3062964,"19p13.3"
"19881","GNA11",2767,"19",3094407,3124000,"19p13.3"
"19882","GNA15",2769,"19",3136029,3163767,"19p13.3"
"19883","LOC100996351",100996351,"19",3141573,3155173,"-"
"19884","S1PR4",8698,"19",3178735,3180330,"19p13.3"
"19885","NCLN",56926,"19",3185874,3209573,"19p13.3"
"19886","CELF5",60680,"19",3224700,3297073,"19p13"
"19887","NFIC",4782,"19",3359560,3469215,"19p13.3"
"19888","SMIM24",284422,"19",3474404,3480540,"19p13.3"
"19889","DOHH",83475,"19",3490818,3500938,"19p13.3"
"19890","FZR1",51343,"19",3506294,3536755,"19p13.3"
"19891","C19orf71",100128569,"19",3539154,3544028,"19p13.3"
"19892","MFSD12",126321,"19",3544196,3557582,"19p13.3"
"19893","HMG20B",10362,"19",3572942,3579081,"19p13.3"
"19894","GIPC3",126326,"19",3585568,3593539,"19p13.3"
"19895","TBXA2R",6915,"19",3594503,3606831,"19p13.3"
"19896","CACTIN-AS1",404665,"19",3607244,3613928,"19p13.3"
"19897","CACTIN",58509,"19",3610626,3626813,"19p13.3"
"19898","PIP5K1C",23396,"19",3630178,3700490,"19p13.3"
"19899","TJP3",27134,"19",3708334,3750811,"19p13.3"
"19900","APBA3",9546,"19",3750770,3761673,"19p13.3"
"19901","MRPL54",116541,"19",3762664,3767563,"19p13.3"
"19902","RAX2",84839,"19",3769088,3772219,"19p13.3"
"19903","MATK",4145,"19",3777966,3801810,"19p13.3"
"19904","ZFR2",23217,"19",3804021,3869027,"19p13.3"
"19905","ATCAY",85300,"19",3880617,3928080,"19p13.3"
"19906","NMRK2",27231,"19",3933100,3942414,"19p13.3"
"19907","DAPK3",1613,"19",3958450,3971121,"19p13.3"
"19908","EEF2",1938,"19",3976053,3985461,"19p13.3"
"19909","PIAS4",51588,"19",4007595,4039384,"19p13.3"
"19910","ZBTB7A",51341,"19",4045215,4066816,"19p13.3"
"19911","MAP2K2",5605,"19",4090319,4124126,"19p13.3"
"19912","CREB3L3",84699,"19",4153597,4173051,"19p13.3"
"19913","SIRT6",51548,"19",4174105,4182596,"19p13.3"
"19914","ANKRD24",170961,"19",4183350,4224811,"19p13.3"
"19915","EBI3",10148,"19",4229539,4237524,"19p13.3"
"19916","CCDC94",55702,"19",4247110,4269085,"19p13.3"
"19917","SHD",56961,"19",4278597,4290720,"19p13.3"
"19918","TMIGD2",126259,"19",4292224,4302428,"19p13.3"
"19919","FSD1",79187,"19",4304590,4323843,"19p13.3"
"19920","STAP2",55620,"19",4324039,4338847,"19p13.3"
"19921","MPND",84954,"19",4343523,4360083,"19p13.3"
"19922","SH3GL1",6455,"19",4360363,4400565,"19p13.3"
"19923","CHAF1A",10036,"19",4402659,4443394,"19p13.3"
"19924","UBXN6",80700,"19",4445002,4457791,"19p13"
"19925","HDGFRP2",84717,"19",4472192,4502232,"19p13.3"
"19926","PLIN4",729359,"19",4502191,4517716,"19p13.3"
"19927","PLIN5",440503,"19",4522543,4535208,"19p13.3"
"19928","LRG1",116844,"19",4537226,4540036,"19p13.3"
"19929","SEMA6B",10501,"19",4542599,4559771,"19p13.3"
"19930","TNFAIP8L1",126282,"19",4639526,4655580,"19p13.3"
"19931","MYDGF",56005,"19",4657556,4670415,"19p13.3"
"19932","DPP9",91039,"19",4675243,4723855,"19p13.3"
"19933","DPP9-AS1",100131094,"19",4679293,4685960,"19p13.3"
"19934","MIR7-3HG",284424,"19",4769116,4772568,"19p13.3"
"19935","FEM1A",55527,"19",4791727,4795571,"19p13.3"
"19936","TICAM1",148022,"19",4815935,4831754,"19p13.3"
"19937","PLIN3",10226,"19",4838345,4867780,"19p13.3"
"19938","ARRDC5",645432,"19",4890448,4902879,"19p13.3"
"19939","UHRF1",29128,"19",4903091,4962165,"19p13.3"
"19940","KDM4B",23030,"19",4969123,5153608,"19p13.3"
"19941","PTPRS",5802,"19",5205518,5340814,"19p13.3"
"19942","ZNRF4",148066,"19",5455425,5456867,"19p13.3"
"19943","TINCR",257000,"19",5558177,5568045,"19p13.3"
"19944","SAFB2",9667,"19",5587009,5622938,"19p13.3"
"19945","SAFB",6294,"19",5623045,5668489,"19p13.3-p13.2"
"19946","C19orf70",125988,"19",5678424,5680907,"19p13.3"
"19947","HSD11B1L",374875,"19",5680775,5688534,"19p13.3"
"19948","RPL36",25873,"19",5690271,5691678,"19p13.3"
"19949","LONP1",9361,"19",5691844,5720463,"19p13.2"
"19950","CATSPERD",257062,"19",5720687,5778742,"19p13.3"
"19951","PRR22",163154,"19",5782970,5784776,"19p13.3"
"19952","DUS3L",56931,"19",5785152,5791249,"19p13.3"
"19953","NRTN",4902,"19",5823817,5828335,"19p13.3"
"19954","FUT6",2528,"19",5830636,5839742,"19p13.3"
"19955","FUT3",2525,"19",5842898,5851485,"19p13.3"
"19956","LOC101928844",101928844,"19",5847477,5858250,"19p13.3"
"19957","FUT5",2527,"19",5865836,5870551,"19p13.3"
"19958","NDUFA11",126328,"19",5891286,5904024,"19p13.3"
"19959","VMAC",400673,"19",5904851,5910263,"19p13.3"
"19960","CAPS",828,"19",5913654,5916222,"19p13.3"
"19961","RANBP3",8498,"19",5916150,5978320,"19p13.3"
"19962","LOC100128568",100128568,"19",5978413,6020374,"19p13.3"
"19963","RFX2",5990,"19",5993174,6110664,"19p13.3"
"19964","ACSBG2",81616,"19",6135643,6193114,"19p13.3"
"19965","MLLT1",4298,"19",6210391,6279959,"19p13.3"
"19966","ACER1",125981,"19",6306509,6333640,"19p13.3"
"19967","CLPP",8192,"19",6361462,6368915,"19p13.3"
"19968","ALKBH7",84266,"19",6372443,6375261,"19p13.3"
"19969","PSPN",5623,"19",6375304,6375860,"19p13.3"
"19970","GTF2F1",2962,"19",6379579,6393291,"19p13.3"
"19971","KHSRP",8570,"19",6413118,6424822,"19p13.3"
"19972","SLC25A41",284427,"19",6426047,6433790,"19p13.3"
"19973","SLC25A23",79085,"19",6440074,6459781,"19p13.3"
"19974","CRB3",92359,"19",6464259,6467230,"19p13.3"
"19975","DENND1C",79958,"19",6467214,6481819,"19p13.3"
"19976","TUBB4A",10382,"19",6494329,6502859,"19p13.3"
"19977","TNFSF9",8744,"19",6531009,6535939,"19p13.3"
"19978","CD70",970,"19",6585849,6591163,"19p13"
"19979","TNFSF14",8740,"19",6663147,6670599,"19p13.3"
"19980","C3",718,"19",6677845,6720693,"19p13.3-p13.2"
